OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
62538,48,113,005700,1400000US48113005700,48113005700,57,Dallas,TX,Texas,"Census Tract 57, Dallas County, Texas","5,139.00",682.00,"2,176.00",2.07,0.84,1.27,0.71,0.55,0.63,0.71,0.71,2.61,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.65,0.26,1.30,0.26,0.79,0.19,0.00,0.98,0.47,0.26,0.26,0.26,5.15,0.29,0.96,0.96,0.96,0.97,0.93,0.85,0.83,0.96,0.97,0.99,6.51,1.00,0.22,0.87,0.67,0.92,2.69,0.94,0.00,0.59,0.59,0.32,10.75,0.98,1.00,1.00,0.00,1.00,1.00,4.00,0.80,1.00,9.53,0.59,36.11,0.00,0.00,0.00,0.00,0.00,0.00,100.00,74.15,13.04,100.00,1.97,0.00,14.08,96.40,71.14,29.80,9.40,23.20,53.45,26.60,55.50,10.80,28.80,15.00,14.60,0.00,0.50,48.80,12.70,5.40,20.00,22.60,0.98,0.94,0.24,0.99,0.94,"9,782.20","2,830,383.43"
62539,48,113,005901,1400000US48113005901,48113005901,59.01,Dallas,TX,Texas,"Census Tract 59.01, Dallas County, Texas","5,497.00",555.00,"2,160.00",2.15,0.87,1.35,0.76,0.55,0.63,0.70,0.71,2.59,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.92,0.34,1.65,0.57,0.67,0.59,0.00,1.26,0.60,0.00,0.00,0.00,5.50,0.36,0.94,0.94,0.94,0.95,0.92,0.80,0.60,0.74,0.88,0.98,5.86,0.94,0.78,0.47,0.91,0.89,3.03,0.99,0.44,0.55,0.99,0.66,10.83,0.99,1.00,1.00,0.00,1.00,1.00,4.00,0.80,1.00,9.52,0.58,36.08,0.00,0.00,0.00,0.00,0.00,0.00,100.00,93.03,11.89,77.91,71.18,0.00,0.00,95.00,65.77,29.50,8.10,14.20,34.98,16.80,48.80,20.70,21.60,20.90,11.10,0.40,0.40,51.20,12.30,6.50,17.00,21.60,0.99,0.92,0.45,0.98,0.80,"8,210.65","2,878,887.05"
62540,48,113,005902,1400000US48113005902,48113005902,59.02,Dallas,TX,Texas,"Census Tract 59.02, Dallas County, Texas","4,980.00",485.00,"2,993.00",2.27,0.90,1.27,0.71,0.55,0.63,0.70,0.70,2.59,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.57,0.37,1.33,0.29,0.39,0.77,0.00,1.16,0.55,0.00,0.00,0.00,5.08,0.27,0.97,0.97,0.97,0.97,0.85,0.91,0.78,0.93,0.95,0.96,6.35,0.99,0.50,0.97,0.70,0.81,2.98,0.99,0.48,0.86,1.34,0.79,11.65,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,9.53,0.58,35.92,0.00,0.00,0.00,0.00,0.00,0.00,100.00,67.70,11.42,16.67,100.00,0.00,0.00,97.30,70.79,22.40,11.50,20.60,48.84,22.90,42.20,15.70,34.30,15.50,6.60,0.60,3.50,53.70,12.60,7.60,17.50,22.40,0.99,0.94,0.71,0.99,0.83,"6,600.85","1,981,650.20"
62541,48,113,006001,1400000US48113006001,48113006001,60.01,Dallas,TX,Texas,"Census Tract 60.01, Dallas County, Texas","5,006.00",581.00,"1,466.00",1.97,0.81,1.17,0.64,0.55,0.63,0.68,0.71,2.58,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.80,0.34,1.52,0.46,0.00,0.77,0.00,0.77,0.32,0.21,0.21,0.21,5.07,0.27,0.99,0.99,0.99,0.97,0.99,0.90,0.53,0.88,0.98,0.78,6.03,0.96,0.03,1.00,0.03,0.97,2.03,0.52,0.53,0.00,0.53,0.28,9.58,0.90,1.00,1.00,0.00,1.00,1.00,4.00,0.80,1.00,9.53,0.56,36.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,85.05,12.00,0.00,100.00,0.00,7.94,99.10,70.31,53.30,11.10,12.50,43.38,28.00,26.10,5.30,42.00,4.40,24.20,1.00,0.00,36.40,10.80,4.10,18.90,15.70,0.74,0.76,0.07,0.89,0.90,"4,754.04","1,187,413.69"
62542,48,113,006002,1400000US48113006002,48113006002,60.02,Dallas,TX,Texas,"Census Tract 60.02, Dallas County, Texas","5,749.00",570.00,"2,918.00",1.44,0.59,1.04,0.55,0.55,0.63,0.68,0.72,2.59,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.22,0.23,0.84,0.04,0.00,0.77,0.00,0.77,0.32,0.12,0.12,0.12,4.31,0.13,0.90,0.90,0.90,0.93,0.66,0.94,0.93,0.88,0.97,0.81,6.13,0.97,0.05,0.66,0.30,0.68,1.69,0.25,0.00,0.95,0.95,0.62,9.66,0.91,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.00,9.52,0.56,36.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00,35.43,13.44,0.00,100.00,0.00,0.03,87.90,63.48,13.90,13.40,31.60,44.05,25.10,27.60,6.10,24.30,9.70,3.20,0.00,11.70,30.80,11.00,3.30,18.20,10.30,0.43,0.79,0.02,0.45,0.87,"7,189.33","2,365,599.63"
62543,48,113,006100,1400000US48113006100,48113006100,61,Dallas,TX,Texas,"Census Tract 61, Dallas County, Texas","4,559.00",494.00,"2,329.00",2.27,0.90,1.47,0.82,0.55,0.63,0.68,0.70,2.57,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.88,0.22,1.49,0.43,0.30,0.75,0.97,2.02,0.95,0.00,0.00,0.00,6.08,0.50,0.91,0.91,0.91,0.90,0.92,0.82,0.69,0.84,0.95,0.87,5.99,0.96,0.35,0.92,0.80,0.93,3.00,0.99,0.00,0.51,0.51,0.25,10.41,0.97,1.00,1.00,0.00,1.00,1.00,4.00,0.80,1.00,9.53,0.56,35.74,0.00,0.00,0.00,0.00,0.00,0.00,100.00,90.79,13.58,4.41,99.61,58.70,0.00,90.10,58.12,28.70,8.60,17.20,40.50,23.10,31.80,13.20,30.80,17.60,15.30,0.00,0.30,40.10,11.00,5.50,16.30,16.10,0.86,0.79,0.26,0.90,0.74,"6,382.47","2,554,613.61"
62544,48,113,006200,1400000US48113006200,48113006200,62,Dallas,TX,Texas,"Census Tract 62, Dallas County, Texas","7,226.00",582.00,"3,277.00",2.18,0.87,1.38,0.77,0.65,0.64,0.70,0.71,2.69,0.76,0.00,0.74,0.00,0.00,0.00,0.00,0.74,0.38,0.39,0.67,0.27,1.33,0.28,0.67,0.77,0.00,1.43,0.70,0.26,0.26,0.26,6.44,0.58,0.92,0.92,0.92,0.78,0.93,0.85,0.71,0.87,0.94,0.63,5.71,0.92,0.09,0.95,0.14,0.93,2.10,0.59,0.00,0.00,0.00,0.00,8.73,0.80,1.00,1.00,0.00,1.00,1.00,4.00,0.80,1.67,9.54,0.58,35.98,0.00,73.16,0.00,0.00,0.00,0.00,100.00,75.14,12.90,77.00,100.00,0.00,13.43,91.00,47.18,30.60,9.20,17.90,42.78,20.90,20.50,7.60,32.00,7.30,16.10,0.00,0.00,37.40,10.70,4.80,17.20,15.20,0.78,0.74,0.15,0.87,0.81,"6,946.39","2,818,048.80"
62545,48,113,006301,1400000US48113006301,48113006301,63.01,Dallas,TX,Texas,"Census Tract 63.01, Dallas County, Texas","6,006.00",386.00,"2,481.00",1.59,0.66,1.39,0.78,0.61,0.63,0.66,0.70,2.61,0.74,0.00,0.60,0.00,0.62,0.00,0.00,1.22,0.59,0.39,0.97,0.28,1.64,0.56,0.62,0.50,0.00,1.12,0.54,0.21,0.21,0.21,6.80,0.66,0.93,0.93,0.93,0.65,0.96,0.89,0.38,0.33,0.97,0.45,4.63,0.74,0.17,0.88,0.15,0.93,2.13,0.61,0.61,0.00,0.61,0.34,8.30,0.73,0.00,0.00,0.00,0.00,1.00,1.00,0.20,1.33,9.53,0.54,35.91,0.00,35.42,0.00,0.02,0.00,0.00,100.00,96.97,12.81,64.02,51.80,0.00,7.74,93.50,37.99,35.40,10.70,9.20,21.61,25.90,15.10,9.70,29.00,7.50,15.60,2.00,0.00,31.50,8.80,4.40,14.40,12.30,0.48,0.23,0.10,0.68,0.55,"6,366.23","2,525,464.74"
62546,48,113,006302,1400000US48113006302,48113006302,63.02,Dallas,TX,Texas,"Census Tract 63.02, Dallas County, Texas","4,547.00",519.00,"1,640.00",1.72,0.72,1.32,0.74,0.65,0.64,0.67,0.71,2.67,0.75,0.00,0.85,0.00,0.00,0.00,0.00,0.85,0.44,0.39,0.86,0.20,1.44,0.39,0.79,0.38,0.00,1.17,0.56,0.26,0.26,0.26,6.39,0.57,0.89,0.89,0.89,0.80,0.98,0.83,0.30,0.61,0.93,0.39,4.85,0.78,0.11,0.96,0.09,0.94,2.09,0.58,0.62,0.00,0.62,0.35,8.45,0.76,0.00,0.00,0.00,1.00,1.00,2.00,0.40,1.67,9.54,0.55,36.07,0.00,99.78,0.00,0.00,0.00,0.00,100.00,89.35,13.83,100.00,28.91,0.00,13.43,86.50,48.56,43.90,8.90,7.60,29.80,20.10,13.50,8.10,33.40,6.40,16.40,2.30,0.00,31.10,9.20,4.30,15.80,12.40,0.45,0.34,0.09,0.69,0.70,"5,332.81","1,637,509.53"
62547,48,113,006401,1400000US48113006401,48113006401,64.01,Dallas,TX,Texas,"Census Tract 64.01, Dallas County, Texas","2,749.00",219.00,"1,593.00",1.79,0.75,1.39,0.78,0.65,0.64,0.66,0.70,2.65,0.75,0.00,0.86,0.00,0.93,0.00,0.00,1.79,0.79,0.39,0.97,0.39,1.75,0.65,0.79,0.00,0.00,0.79,0.37,0.26,0.26,0.26,7.23,0.75,0.96,0.96,0.96,0.78,0.99,0.36,0.35,0.38,0.92,0.75,4.53,0.72,0.17,0.97,0.15,0.94,2.22,0.69,0.00,0.00,0.00,0.00,7.71,0.64,0.00,0.00,0.00,1.00,1.00,2.00,0.40,1.67,9.54,0.54,35.91,0.00,100.00,0.00,68.48,0.00,0.00,100.00,96.91,11.08,100.00,0.00,0.00,13.43,96.70,47.14,47.50,3.80,8.50,22.82,19.80,24.80,9.60,34.30,7.50,17.00,0.00,0.00,32.10,9.30,4.20,16.70,14.70,0.51,0.37,0.08,0.85,0.77,"3,708.03","784,836.58"
62548,48,113,006402,1400000US48113006402,48113006402,64.02,Dallas,TX,Texas,"Census Tract 64.02, Dallas County, Texas","5,518.00",505.00,"2,417.00",1.83,0.76,1.43,0.80,0.65,0.64,0.65,0.68,2.62,0.74,0.00,0.83,0.00,0.94,0.00,0.00,1.77,0.79,0.39,0.72,0.12,1.23,0.20,0.75,0.00,0.00,0.75,0.31,0.25,0.25,0.25,6.62,0.62,0.94,0.94,0.94,0.87,1.00,0.36,0.56,0.49,0.99,0.94,5.20,0.84,0.14,0.91,0.17,0.99,2.20,0.67,0.50,0.00,0.50,0.24,8.84,0.81,0.00,0.00,0.00,1.00,1.00,2.00,0.40,1.67,9.54,0.53,35.31,0.00,97.95,0.00,74.18,0.00,0.00,100.00,79.03,14.75,96.83,0.00,0.00,12.88,94.30,54.82,55.90,3.80,13.20,25.91,32.00,39.40,9.00,30.00,7.80,34.70,0.70,0.00,30.20,9.30,3.80,17.10,12.80,0.40,0.37,0.05,0.72,0.80,"5,009.98","1,347,295.18"
62549,48,113,006501,1400000US48113006501,48113006501,65.01,Dallas,TX,Texas,"Census Tract 65.01, Dallas County, Texas","6,449.00",731.00,"3,251.00",1.66,0.69,1.26,0.70,0.65,0.64,0.63,0.67,2.59,0.73,0.00,0.81,0.00,0.75,0.00,0.00,1.57,0.71,0.41,0.47,0.20,1.08,0.12,0.74,0.00,0.00,0.74,0.30,0.25,0.25,0.25,6.22,0.53,0.96,0.96,0.96,0.81,1.00,0.06,0.23,0.45,0.99,0.83,4.36,0.69,0.10,0.94,0.43,0.99,2.46,0.84,0.48,0.00,0.48,0.24,8.25,0.73,0.00,0.00,0.00,1.00,1.00,2.00,0.40,1.67,9.55,0.51,35.01,0.00,93.92,0.00,7.52,0.00,0.00,98.56,59.04,13.83,94.91,0.00,0.00,12.20,96.50,49.62,54.10,1.40,6.30,24.90,32.00,28.70,8.00,31.40,11.50,30.60,0.60,0.00,30.70,9.50,3.70,17.50,12.80,0.43,0.43,0.04,0.72,0.83,"6,792.99","1,330,718.88"
62550,48,113,006502,1400000US48113006502,48113006502,65.02,Dallas,TX,Texas,"Census Tract 65.02, Dallas County, Texas","4,295.00",432.00,"2,290.00",1.62,0.68,1.42,0.80,0.65,0.64,0.63,0.65,2.57,0.73,0.00,0.86,0.00,0.95,0.00,0.00,1.81,0.81,0.39,0.93,0.27,1.59,0.52,0.79,0.00,0.00,0.79,0.37,0.17,0.17,0.17,6.92,0.69,0.92,0.92,0.92,0.65,0.99,0.36,0.25,0.35,0.99,0.88,4.48,0.71,0.14,0.85,0.45,0.98,2.42,0.82,0.48,0.00,0.48,0.24,8.30,0.73,0.00,0.00,0.00,0.00,1.00,1.00,0.20,1.67,9.54,0.51,34.63,0.00,100.00,0.00,84.84,0.00,0.00,100.00,94.00,12.94,100.00,0.00,0.00,3.61,92.20,37.77,49.70,3.80,6.80,22.20,37.10,32.20,9.00,28.20,11.70,25.60,0.60,0.00,31.00,8.90,4.30,15.40,12.40,0.45,0.26,0.09,0.69,0.66,"6,171.35","1,669,061.82"
62551,48,113,006700,1400000US48113006700,48113006700,67,Dallas,TX,Texas,"Census Tract 67, Dallas County, Texas","7,401.00",624.00,"3,686.00",1.94,0.80,1.54,0.86,0.68,0.64,0.72,0.66,2.70,0.76,0.00,0.28,0.00,0.91,0.00,0.00,1.19,0.58,0.39,0.76,0.27,1.41,0.36,0.67,0.20,0.00,0.87,0.42,0.26,0.26,0.26,6.42,0.58,0.95,0.95,0.95,0.92,0.99,0.72,0.59,0.82,0.99,0.96,5.99,0.96,0.05,0.97,0.16,0.99,2.17,0.64,0.72,0.45,1.16,0.72,10.28,0.96,0.00,0.00,0.00,1.00,1.00,2.00,0.40,2.00,9.55,0.60,34.86,0.00,0.01,0.00,57.12,0.00,0.00,100.00,81.97,12.96,76.69,2.70,0.00,13.43,96.00,61.92,46.70,6.90,14.10,39.31,37.20,42.70,6.10,33.90,7.70,31.60,5.90,0.20,30.90,9.40,3.70,17.60,13.40,0.44,0.40,0.04,0.77,0.84,"11,822.47","2,730,669.53"
62552,48,113,006800,1400000US48113006800,48113006800,68,Dallas,TX,Texas,"Census Tract 68, Dallas County, Texas","5,232.00",487.00,"2,954.00",1.73,0.72,1.53,0.85,0.71,0.64,0.79,0.69,2.84,0.80,0.00,0.49,0.00,0.95,0.00,0.00,1.43,0.66,0.39,0.57,0.03,0.98,0.08,0.54,0.54,0.00,1.09,0.52,0.26,0.26,0.26,6.59,0.61,0.89,0.89,0.89,0.79,0.96,0.30,0.82,0.68,0.99,0.80,5.33,0.86,0.30,0.49,0.25,0.97,2.01,0.50,0.65,0.80,1.45,0.85,9.68,0.91,0.00,0.00,0.00,0.00,1.00,1.00,0.20,2.33,9.56,0.69,35.54,0.00,12.86,0.00,78.70,0.00,0.00,100.00,66.99,16.72,45.19,61.16,0.00,13.43,86.30,47.36,35.10,3.40,22.30,32.62,32.00,27.10,12.30,22.00,9.00,23.40,3.00,2.20,32.40,9.10,4.70,15.30,12.70,0.53,0.31,0.14,0.71,0.65,"6,309.19","1,638,365.70"
62553,48,113,006900,1400000US48113006900,48113006900,69,Dallas,TX,Texas,"Census Tract 69, Dallas County, Texas","4,311.00",430.00,"2,585.00",2.44,0.94,1.84,0.98,0.75,0.64,0.80,0.69,2.88,0.81,0.97,0.76,0.00,0.98,0.00,0.00,2.71,0.94,0.39,0.57,0.27,1.23,0.21,0.78,0.77,0.00,1.54,0.77,0.26,0.26,0.26,8.61,0.93,0.93,0.93,0.93,0.91,0.96,0.67,0.82,0.83,1.00,0.94,6.12,0.97,0.08,0.97,0.15,0.98,2.18,0.65,0.00,0.45,0.45,0.20,9.68,0.91,1.00,0.00,0.00,1.00,1.00,3.00,0.60,2.67,9.55,0.70,35.63,29.95,79.21,0.00,100.00,0.00,0.00,100.00,67.35,12.89,99.47,100.00,0.00,13.43,93.70,60.03,37.10,6.30,22.40,39.85,41.00,39.00,7.30,33.90,7.50,27.70,0.00,0.20,37.10,10.30,4.60,18.00,15.80,0.77,0.65,0.12,0.89,0.86,"5,603.43","1,586,231.20"
62554,48,113,007101,1400000US48113007101,48113007101,71.01,Dallas,TX,Texas,"Census Tract 71.01, Dallas County, Texas","2,412.00",266.00,"2,482.00",0.66,0.17,0.66,0.25,0.79,0.65,0.82,0.74,3.00,0.85,0.00,0.70,0.00,0.00,0.00,0.00,0.70,0.36,0.39,0.31,0.36,1.05,0.10,0.00,0.77,0.96,1.73,0.91,0.00,0.00,0.00,6.48,0.59,0.33,0.33,0.33,0.21,0.02,0.33,0.85,0.60,0.05,0.02,2.07,0.20,0.21,0.58,0.04,0.44,1.27,0.08,0.00,0.00,0.00,0.00,3.68,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.59,0.73,36.82,0.00,61.36,0.00,0.00,0.00,0.00,100.00,44.27,11.67,0.00,100.00,44.24,0.00,17.20,16.13,0.70,3.60,24.20,29.54,1.30,1.80,10.50,23.20,5.10,1.00,0.00,0.00,26.20,8.00,6.70,9.30,6.80,0.18,0.07,0.49,0.07,0.05,"4,918.31","1,182,997.07"
62555,48,113,007102,1400000US48113007102,48113007102,71.02,Dallas,TX,Texas,"Census Tract 71.02, Dallas County, Texas","5,408.00",681.00,"4,473.00",1.63,0.68,1.43,0.80,0.79,0.65,0.82,0.73,3.00,0.85,0.00,0.86,0.00,0.76,0.00,0.00,1.62,0.73,0.39,0.60,0.13,1.12,0.14,0.45,0.64,0.99,2.09,0.95,0.00,0.00,0.00,7.82,0.84,0.73,0.73,0.73,0.62,0.79,0.29,0.78,0.69,0.89,0.31,4.38,0.69,0.27,0.26,0.34,0.66,1.52,0.16,0.00,0.74,0.74,0.44,7.38,0.59,1.00,0.00,0.00,0.00,0.00,1.00,0.20,3.00,9.59,0.74,36.57,0.00,100.00,0.00,7.85,0.00,0.00,100.00,69.60,14.60,26.67,82.72,100.00,0.00,57.20,36.48,19.10,3.30,20.80,33.06,17.60,11.20,11.70,18.40,10.20,2.90,0.00,1.50,35.90,9.20,5.70,12.50,11.50,0.72,0.34,0.29,0.59,0.33,"7,120.60","2,501,254.77"
62556,48,113,007201,1400000US48113007201,48113007201,72.01,Dallas,TX,Texas,"Census Tract 72.01, Dallas County, Texas","8,282.00",833.00,"3,669.00",2.07,0.84,1.87,0.98,0.79,0.66,0.85,0.78,3.07,0.87,0.00,0.86,0.00,0.98,0.00,0.00,1.84,0.82,0.39,0.68,0.27,1.33,0.29,0.79,0.77,0.98,2.54,1.00,0.00,0.00,0.00,8.78,0.94,0.82,0.82,0.82,0.92,1.00,0.68,0.92,0.95,1.00,0.97,6.43,0.99,0.04,0.92,0.13,1.00,2.09,0.57,0.50,0.00,0.50,0.24,9.83,0.93,0.00,0.00,0.00,1.00,0.00,1.00,0.20,3.00,9.60,0.79,37.82,0.00,100.00,0.00,100.00,0.00,0.00,100.00,75.74,12.90,100.00,100.00,80.38,0.00,72.60,61.73,60.00,6.40,29.40,50.64,53.40,44.50,5.50,30.70,7.20,46.60,0.70,0.00,27.10,9.50,2.50,19.10,10.50,0.22,0.43,0.01,0.47,0.91,"6,379.38","1,332,359.36"
62557,48,113,007202,1400000US48113007202,48113007202,72.02,Dallas,TX,Texas,"Census Tract 72.02, Dallas County, Texas","7,879.00","1,016.00","2,611.00",1.97,0.81,1.77,0.95,0.79,0.66,0.78,0.87,3.09,0.88,0.00,0.86,0.00,0.98,0.00,0.00,1.83,0.82,0.39,0.23,0.30,0.91,0.06,0.75,0.77,0.99,2.51,0.99,0.00,0.00,0.00,8.35,0.91,0.85,0.85,0.85,0.91,1.00,0.24,0.93,0.82,1.00,0.95,5.87,0.94,0.01,0.95,0.02,1.00,1.98,0.47,0.56,0.00,0.56,0.31,9.25,0.86,0.00,0.00,0.00,1.00,0.00,1.00,0.20,3.00,9.60,0.67,40.83,0.00,100.00,0.00,99.04,0.00,0.00,100.00,36.34,12.60,96.61,100.00,100.00,0.00,78.50,60.70,63.30,3.00,31.70,39.69,60.30,40.60,1.40,32.40,3.50,53.80,1.30,0.00,27.00,9.50,2.40,19.70,11.10,0.22,0.43,0.01,0.55,0.93,"3,927.36","876,729.77"
62558,48,113,007301,1400000US48113007301,48113007301,73.01,Dallas,TX,Texas,"Census Tract 73.01, Dallas County, Texas","1,754.00",152.00,"9,072.00",0.53,0.11,0.53,0.16,0.79,0.66,0.78,0.73,2.95,0.83,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.21,0.39,0.49,0.37,1.24,0.21,0.00,0.77,0.87,1.63,0.90,0.00,0.00,0.00,6.16,0.52,0.12,0.12,0.12,0.02,0.01,0.06,0.13,0.02,0.28,0.09,0.60,0.02,0.38,0.50,0.05,0.40,1.33,0.09,0.00,0.51,0.51,0.25,2.56,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.60,0.67,36.60,0.00,1.06,0.00,0.00,0.00,0.00,100.00,60.56,11.50,0.00,100.00,0.85,0.00,6.30,3.93,0.10,1.40,4.60,9.60,4.20,5.20,13.70,22.10,5.20,0.80,0.00,0.30,25.10,7.50,6.80,8.40,5.70,0.13,0.03,0.52,0.03,0.01,"6,572.40","1,929,238.62"
62559,48,113,007302,1400000US48113007302,48113007302,73.02,Dallas,TX,Texas,"Census Tract 73.02, Dallas County, Texas","4,111.00",413.00,"3,524.00",0.93,0.31,0.93,0.46,0.79,0.66,0.77,0.80,3.01,0.85,0.00,0.75,0.00,0.00,0.00,0.00,0.75,0.38,0.39,0.36,0.24,0.99,0.08,0.00,0.77,0.98,1.75,0.92,0.00,0.00,0.00,6.49,0.59,0.47,0.47,0.47,0.27,0.52,0.21,0.62,0.36,0.86,0.14,2.98,0.38,0.46,0.43,0.10,0.85,1.83,0.35,0.56,0.00,0.56,0.31,5.84,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.60,0.66,38.39,0.00,76.10,0.00,0.00,0.00,0.00,100.00,49.57,13.33,0.00,100.00,79.62,0.00,27.10,18.58,10.30,2.80,14.80,22.45,16.00,6.60,15.00,21.10,6.60,8.30,1.30,0.00,28.20,8.10,6.10,10.60,7.70,0.28,0.09,0.37,0.14,0.13,"8,614.78","3,675,345.06"
62560,48,113,007601,1400000US48113007601,48113007601,76.01,Dallas,TX,Texas,"Census Tract 76.01, Dallas County, Texas","1,860.00",211.00,805.00,0.63,0.15,0.43,0.11,0.82,0.67,0.75,0.74,2.97,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.69,0.53,1.64,0.57,0.00,0.42,0.00,0.42,0.13,0.00,0.00,0.00,5.03,0.26,0.48,0.48,0.48,0.16,0.36,0.01,0.33,0.13,0.44,0.15,1.58,0.12,0.77,0.34,0.69,0.74,2.54,0.88,0.00,0.00,0.00,0.00,4.59,0.17,0.00,0.00,1.00,0.00,0.00,1.00,0.20,3.33,9.63,0.63,36.88,0.00,0.00,0.00,0.00,0.00,0.00,98.55,77.23,8.67,0.00,34.50,0.00,0.00,27.70,13.33,7.20,0.40,8.10,16.05,6.20,6.90,20.40,19.80,15.30,4.40,0.00,0.00,33.50,8.00,8.20,9.30,9.00,0.59,0.07,0.83,0.28,0.05,"6,679.11","2,759,852.69"
62561,48,113,007604,1400000US48113007604,48113007604,76.04,Dallas,TX,Texas,"Census Tract 76.04, Dallas County, Texas","3,042.00",236.00,"3,357.00",0.23,0.02,0.23,0.03,0.79,0.67,0.78,0.73,2.96,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.22,0.44,1.05,0.11,0.00,0.61,0.00,0.61,0.22,0.23,0.23,0.23,4.85,0.22,0.25,0.25,0.25,0.03,0.09,0.05,0.02,0.02,0.05,0.02,0.27,0.00,0.72,0.56,0.01,0.29,1.59,0.19,0.00,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.63,0.67,36.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00,35.37,10.11,0.00,75.90,0.00,10.15,12.30,5.42,2.50,1.30,1.40,9.79,1.30,2.00,19.50,22.90,3.10,0.40,0.00,0.00,29.20,7.70,7.40,8.40,7.10,0.34,0.04,0.66,0.09,0.01,"6,470.89","2,669,382.94"
62562,48,113,007605,1400000US48113007605,48113007605,76.05,Dallas,TX,Texas,"Census Tract 76.05, Dallas County, Texas","1,650.00",142.00,"1,495.00",0.69,0.18,0.29,0.06,0.79,0.67,0.76,0.73,2.95,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.61,0.44,1.44,0.39,0.00,0.77,0.00,0.77,0.32,0.00,0.00,0.00,5.15,0.29,0.22,0.22,0.22,0.02,0.01,0.12,0.09,0.10,0.13,0.09,0.56,0.01,0.97,0.08,0.60,0.00,1.65,0.22,0.00,0.00,0.00,0.00,2.43,0.01,1.00,0.00,1.00,0.00,0.00,2.00,0.40,3.00,9.63,0.65,36.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00,70.86,10.17,0.00,100.00,0.00,0.00,11.00,3.39,0.40,2.10,3.50,14.93,2.50,5.10,33.10,12.40,13.80,0.00,0.00,0.00,36.10,7.70,10.30,8.10,9.00,0.73,0.04,0.98,0.28,0.01,"6,409.74","2,561,078.94"
